Product_title,Product_image,Packsize,Price,Price per unit
Bramwells Mixed Blossom Honey 375g,https://www.aldi.com.au/fileadmin/_processed_/0/4/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_12_d990af0ea7.jpg,375g,$3.99,$1.06 per 100g
Solesta Orange & Passionfruit Fruit Drink 2L,https://www.aldi.com.au/fileadmin/_processed_/c/4/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_13_a238425d77.jpg,2L,$1.79,90c per litre
Ombra Sunscreen SPF50+ 100ml,https://www.aldi.com.au/fileadmin/_processed_/a/9/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_14_9f52c56c33.jpg,100ml,$2.19,$2.19 per 100ml
Forresters Raw Cashews 750g,https://www.aldi.com.au/fileadmin/_processed_/3/c/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_15_5f72c695e2.jpg,750g,$11.99,$15.99 per kg
Forresters Raw Walnuts 500g,https://www.aldi.com.au/fileadmin/_processed_/d/d/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_16_90d8471993.jpg,500g,$7.99,$15.98 per kg
Forresters Almond Meal 400g,https://www.aldi.com.au/fileadmin/_processed_/7/b/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_17_e8e8af85e4.jpg,400g,$5.99,$14.98 per kg
Uncle Toby's Oats Sachets 12pk/420g,https://www.aldi.com.au/fileadmin/_processed_/8/7/csm_ALN3401-6_REDUCTIONS_FUTURE-PRICE-_RND7__1x1_228x128_1_5258409c40.jpg,12pk,$5.29,$1.26 per 100g
Hillcrest Protein Bars 5pk/200g,https://www.aldi.com.au/fileadmin/_processed_/9/5/csm_ALN3401-5_REDUCTIONS_FUTURE-PRICE-_RND6__1x1_228x128_65ef05b941.jpg,ea,$2.99,$1.50 per 100g
Mamia Nappy Pants Walker 26pk,https://www.aldi.com.au/fileadmin/_processed_/a/4/csm_ALN3401-4_REDUCTIONS_FUTURE-PRICE-_RND5__1x1_228x128_3_4388d3313e.jpg,,$8.99,35c per nappy
Mamia Nappy Pants Junior 24pk,https://www.aldi.com.au/fileadmin/_processed_/a/c/csm_ALN3401-4_REDUCTIONS_FUTURE-PRICE-_RND5__1x1_228x128_4_74f39e4fa1.jpg,,$8.99,37c per nappy
Goldenvale Just Bran 530g,https://www.aldi.com.au/fileadmin/_processed_/d/d/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128__5f972760fb.jpg,530g,$2.69,51c per 100g
Forresters Mixed Nuts 375g,https://www.aldi.com.au/fileadmin/_processed_/c/1/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_2_10d7388067.jpg,375g,$2.69,$7.17 per kg
Berg Short Cut Bacon Rindless 1kg,https://www.aldi.com.au/fileadmin/_processed_/3/0/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_3_4c38ff2a77.jpg,1kg,$8.99,$8.99 per kg
Food Envy Chocolate Mousse Plain or with Salted Caramel 2 x 62g,https://www.aldi.com.au/fileadmin/_processed_/e/4/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_7_6340aecc09.jpg,62g,$1.89,$1.52 per 100g
Ocean Rise Yellowfin Tuna Chunks 425g,https://www.aldi.com.au/fileadmin/_processed_/e/3/csm_ALN3447-7_REDUCTIONS_JULY_1x1__B2__228x128_4_a40e353de8.jpg,ea,$3.69,$8.68 per kg
Oh So Natural Pine Nuts 100g,https://www.aldi.com.au/fileadmin/_processed_/b/5/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_10_1d5b9f732e.jpg,100g,$4.29,$42.90 per kg
Forresters Cowboy Mix 500g,https://www.aldi.com.au/fileadmin/_processed_/1/e/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_11_687adb84b3.jpg,$11.98 per kg,$5.99,500g
Berg Middle Bacon 1kg,https://www.aldi.com.au/fileadmin/_processed_/5/c/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_12_e6c325bce3.jpg,1kg,$8.99,$8.99 per kg
Dairy Dream Yogurt Pouch 110g,https://www.aldi.com.au/fileadmin/_processed_/4/6/csm_ALN3447-7_REDUCTIONS_JULY_1x1__B2__228x128_6_5844fb1a91.jpg,ea,$1.19,$1.08 per 100g
Grandessa Signature Jam Blueberry or Mixed Berry 370g,https://www.aldi.com.au/fileadmin/_processed_/7/c/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_4_f4ec2de94a.jpg,370g,$2.29,62c per 100g
Grandessa Signature Jam Raspberry 370g,https://www.aldi.com.au/fileadmin/_processed_/9/1/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_5_10d045d603.jpg,370g,$2.29,62c per 100g
Westacre Cheese Block Tasty Light 500g,https://www.aldi.com.au/fileadmin/_processed_/1/5/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_6_271c31ef1e.jpg,500g,$4.99,$9.98 per kg
Westacre Cheese Block Tasty 500g,https://www.aldi.com.au/fileadmin/_processed_/d/5/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_7_2b21e1fef5.jpg,500g,$4.79,95c per 100g
Westacre Cheese Block Extra Tasty 500g,https://www.aldi.com.au/fileadmin/_processed_/f/0/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_8_80750a07a1.jpg,500g,$4.99,$9.98 per kg
Sana Incontinence Pads 14pk/12pk/10pk,https://www.aldi.com.au/fileadmin/_processed_/3/3/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_18_7de07f9f49.jpg,14pk/12pk/10pk,$2.99,21c/25c/30c per pad
Lodge Farms Free Range Eggs 600g,https://www.aldi.com.au/fileadmin/_processed_/9/8/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_19_R_2984f5f291.jpg,600g,$3.69,62c per 100g
Elmsbury Spinach & Ricotta Triangles 12pk/360g,https://www.aldi.com.au/fileadmin/_processed_/e/6/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_20_3a42a2442a.jpg,12pk/360g,$1.99,55c per 100g
Natural Elements Pet Nutrition Grain Free Dog Food 100g,https://www.aldi.com.au/fileadmin/_processed_/4/c/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_21_b02f11fbb7.jpg,100g,99c,99c per 100g
Julius Dog Food 8kg,https://www.aldi.com.au/fileadmin/_processed_/a/8/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_22_9f1f1cc3ba.jpg,8kg,$9.99,13c per 100g
Lacura Essentials BB Cream 50ml,https://www.aldi.com.au/fileadmin/_processed_/c/d/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_28_c02370ee73.jpg,50ml,$4.99,$9.98 per 100ml
Ocean Royale Basa Fillets (Frozen) 1kg,https://www.aldi.com.au/fileadmin/_processed_/9/e/csm_ALN3425_REDUCTIONS__BASA-FILLETS__1x1_228x128_f4470b9180.jpg,1kg,$6.99,$6.99 per kg
The Cake Stall Banana Bread 5pk 500g,https://www.aldi.com.au/fileadmin/_processed_/6/1/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_26_8c37999c36.jpg,500g,$4.29,86c per 100g
Ocean Royale Wild Raw Peeled Prawns 500g,https://www.aldi.com.au/fileadmin/_processed_/b/f/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_1_95cc4cd535.jpg,500g,$16.99,$33.98 per kg
Oh So Natural LSA or Linseed 250g-500g,https://www.aldi.com.au/fileadmin/_processed_/0/0/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_3_4ce11f74a9.jpg,250g-500g,$2.79,$1.12-$0.56 per 100g
Stonemill Black Peppercorn Grinder 50g,https://www.aldi.com.au/fileadmin/_processed_/b/e/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_15_268ad8e459.jpg,50g,$2.69,54c per 10g
Stonemill Sea Salt Iodised Grinder 110g,https://www.aldi.com.au/fileadmin/_processed_/b/9/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_16_677161300d.jpg,110g,$2.69,24c per 10g
"Ready, Set…Cook! Pork Loin Greek Style per kg",https://www.aldi.com.au/fileadmin/_processed_/7/e/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_17_9753d902be.jpg,per kg,$15.99,$15.99 per kg
Has No GF Pancake Buttermilk/Original 325g,https://www.aldi.com.au/fileadmin/_processed_/e/9/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_21_45673158dd.jpg,325g,$2.29,71c per 100g
Frozen Fish Crumbed/Battered 1kg,https://www.aldi.com.au/fileadmin/_processed_/2/5/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_22_627060393c.jpg,1kg,$6.99,$6.99 per kg
Casa Barelli Gourmet Pasta 500g,https://www.aldi.com.au/fileadmin/_processed_/b/d/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_23_794a8a61ab.jpg,500g,$1.99,40c per 100g
Oh So Natural Superfood Powders,https://www.aldi.com.au/fileadmin/_processed_/a/f/csm_ALN3388_REDUCTIONS_1X1_228x128_B3__5bd05da39d.jpg,100-125g,$4.69,$4.69-$3.75 per 100g
Dentitex Interdental Pro Toothbrush,https://www.aldi.com.au/fileadmin/_processed_/a/0/csm_ALN3388_REDUCTIONS_1X1_228x128_B3_2_4e0567b974.jpg,2pk,$1.89,95c per unit
Logix Dishwashing Powder,https://www.aldi.com.au/fileadmin/_processed_/c/8/csm_ALN3388_REDUCTIONS_1X1_228x128_B3_3_caae536300.jpg,1kg,$3.69,37c per 100g
Asia Specialties Sriracha Sauce,https://www.aldi.com.au/fileadmin/_processed_/c/8/csm_ALN3388_REDUCTIONS_1X1_228x128_B3_4_053cc4af77.jpg,480g/520g,$3.49,73-67c per 100g
Goldenvale Oats Sensations 12pk/420g,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN3375_REDUCTIONS_1x1_228x128_35_07905354fb.jpg,12pk/420g,$3.29,78c per 100g
World Kitchen Mini Pizza Bases 12pk/700g,https://www.aldi.com.au/fileadmin/_processed_/b/2/csm_ALN3375_REDUCTIONS_1x1_228x128_36_2b70cc34bd.jpg,12pk/700g,$3.49,50c per 100g
Jindurra Station Beef Scotch Fillet Steak per kg,https://www.aldi.com.au/fileadmin/_processed_/3/8/csm_ALN3375_REDUCTIONS_1x1_228x128_33_R_f886a47b59.jpg,per kg,$24.99,$24.99 per kg
Jindurra Station Beef Porterhouse per kg,https://www.aldi.com.au/fileadmin/_processed_/2/6/csm_ALN3375_REDUCTIONS_1x1_228x128_34_R_7d404478ea.jpg,per kg,$19.99,$19.99 per kg
Lodge Farms Free Range Eggs 700g,https://www.aldi.com.au/fileadmin/_processed_/9/6/csm_ALN3375_REDUCTIONS_1x1_228x128_15_519724d998.jpg,700g,$3.99,
Nuttelex Original 375g,https://www.aldi.com.au/fileadmin/_processed_/0/6/csm_ALN3375_REDUCTIONS_1x1_228x128_17_2ef9c47083.jpg,375g,$2.29,
Natural Elements Pet Nutrition Dog Grain Free Sticks 5pk,https://www.aldi.com.au/fileadmin/_processed_/b/2/csm_ALN3375_REDUCTIONS_1x1_228x128_18_d0779493cc.jpg,5pk,$3.79,76c ea
Grandessa Signature Jam 370g,https://www.aldi.com.au/fileadmin/_processed_/9/d/csm_ALN3375_REDUCTIONS_1x1_228x128_22_357e4cf786.jpg,370g,$2.29,62c per 100g
Sweet Valley Australian Apple Slices in Juice 410g,https://www.aldi.com.au/fileadmin/_processed_/8/0/csm_ALN3375_REDUCTIONS_1x1_228x128_23_c53b694745.jpg,410g,$1.95,$4.76 per kg
Inner Goodness Unsweetened Coconut Milk 1L,https://www.aldi.com.au/fileadmin/_processed_/d/6/csm_ALN3375_REDUCTIONS_1x1_228x128_24_db3717b3e1.jpg,1L,$1.99,$1.99 per Litre
Forresters Baking Nuts Almond 125g,https://www.aldi.com.au/fileadmin/_processed_/b/f/csm_ALN3375_REDUCTIONS_1x1_228x128_32_f3832c364e.jpg,125g,$3.49,
